"dataset","#Training Release","%Training","%Defective in Training","%Defective in Testing","Classifier","Balancing","Feature Selection","Cost Sensitivity","TP","FP","TN","FN","precision","recall","AUC","kappa"
"zookeeper","13","0.14222057","0.069625765","0.15062761","IBk","No","yes","yes","2.0","6.0","197.0","34.0","0.25","0.05555555555555555","0.7824302134646962","0.038229376257545446"
"zookeeper","14","0.157012","0.077256605","0.14225942","Random Forest","No","no","no","15.0","8.0","197.0","19.0","0.6521739130434783","0.4411764705882353","0.8932568149210904","0.46488100174143776"
"zookeeper","14","0.157012","0.077256605","0.14225942","Naive Bayes","No","no","no","5.0","1.0","204.0","29.0","0.8333333333333334","0.14705882352941177","0.88012912482066","0.21656468531468526"
"zookeeper","14","0.157012","0.077256605","0.14225942","IBk","No","no","no","21.0","8.0","197.0","13.0","0.7241379310344828","0.6176470588235294","0.8644906743185079","0.616431027894536"
"zookeeper","14","0.157012","0.077256605","0.14225942","Random Forest","No","yes","no","22.0","9.0","196.0","12.0","0.7096774193548387","0.6470588235294118","0.8721664275466284","0.6262009384076863"
"zookeeper","14","0.157012","0.077256605","0.14225942","Naive Bayes","No","yes","no","12.0","3.0","202.0","22.0","0.8","0.35294117647058826","0.8663558106169297","0.4411186979702554"
"zookeeper","14","0.157012","0.077256605","0.14225942","IBk","No","yes","no","22.0","9.0","196.0","12.0","0.7096774193548387","0.6470588235294118","0.875609756097561","0.6262009384076863"
"zookeeper","14","0.157012","0.077256605","0.14225942","Random Forest","No","no","yes","1.0","0.0","205.0","33.0","1.0","0.029411764705882353","0.8866571018651362","0.049415451367964464"
"zookeeper","14","0.157012","0.077256605","0.14225942","Naive Bayes","No","no","yes","5.0","0.0","205.0","29.0","1.0","0.14705882352941177","0.88012912482066","0.22825965928070358"
"zookeeper","14","0.157012","0.077256605","0.14225942","IBk","No","no","yes","20.0","8.0","197.0","14.0","0.7142857142857143","0.5882352941176471","0.8644906743185079","0.5928449744463371"
"zookeeper","14","0.157012","0.077256605","0.14225942","Random Forest","No","yes","yes","2.0","0.0","205.0","32.0","1.0","0.058823529411764705","0.8598995695839311","0.09683514407179927"
"zookeeper","14","0.157012","0.077256605","0.14225942","Naive Bayes","No","yes","yes","5.0","2.0","203.0","29.0","0.7142857142857143","0.14705882352941177","0.8663558106169297","0.2052987235868288"
"zookeeper","14","0.157012","0.077256605","0.14225942","IBk","No","yes","yes","22.0","9.0","196.0","12.0","0.7096774193548387","0.6470588235294118","0.875609756097561","0.6262009384076863"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Random Forest","No","no","no","19.0","1.0","204.0","15.0","0.95","0.5588235294117647","0.9145624103299856","0.668803048674866"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Naive Bayes","No","no","no","7.0","2.0","203.0","27.0","0.7777777777777778","0.20588235294117646","0.9154949784791966","0.28287635799275695"
"zookeeper","15","0.17180344","0.08285303","0.14225942","IBk","No","no","no","20.0","1.0","204.0","14.0","0.9523809523809523","0.5882352941176471","0.9081779053084649","0.6940343091234958"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Random Forest","No","yes","no","20.0","3.0","202.0","14.0","0.8695652173913043","0.5882352941176471","0.9088235294117647","0.663073223318683"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Naive Bayes","No","yes","no","13.0","3.0","202.0","21.0","0.8125","0.38235294117647056","0.9051649928263988","0.47192045663781956"
"zookeeper","15","0.17180344","0.08285303","0.14225942","IBk","No","yes","no","20.0","3.0","202.0","14.0","0.8695652173913043","0.5882352941176471","0.8761119081779053","0.663073223318683"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Random Forest","No","no","yes","8.0","0.0","205.0","26.0","1.0","0.23529411764705882","0.9046628407460545","0.3454813566463032"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Naive Bayes","No","no","yes","5.0","2.0","203.0","29.0","0.7142857142857143","0.14705882352941177","0.9154949784791966","0.2052987235868288"
"zookeeper","15","0.17180344","0.08285303","0.14225942","IBk","No","no","yes","19.0","1.0","204.0","15.0","0.95","0.5588235294117647","0.9081061692969871","0.668803048674866"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Random Forest","No","yes","yes","4.0","0.0","205.0","30.0","1.0","0.11764705882352941","0.910545193687231","0.18615209988649245"
"zookeeper","15","0.17180344","0.08285303","0.14225942","Naive Bayes","No","yes","yes","8.0","1.0","204.0","26.0","0.8888888888888888","0.23529411764705882","0.9051649928263988","0.3323331608898083"
"zookeeper","15","0.17180344","0.08285303","0.14225942","IBk","No","yes","yes","19.0","3.0","202.0","15.0","0.8636363636363636","0.5588235294117647","0.8772596843615496","0.6381224764468373"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Random Forest","No","no","no","14.0","6.0","217.0","3.0","0.7","0.8235294117647058","0.9742811922975468","0.7365853658536587"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Naive Bayes","No","no","no","4.0","4.0","219.0","13.0","0.5","0.23529411764705882","0.9237668161434978","0.28770949720670425"
"zookeeper","16","0.18659487","0.08756219","0.07083333","IBk","No","no","no","15.0","7.0","216.0","2.0","0.6818181818181818","0.8823529411764706","0.9510683197045634","0.7491871806781236"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Random Forest","No","yes","no","15.0","11.0","212.0","2.0","0.5769230769230769","0.8823529411764706","0.9699287786863624","0.6693514200932597"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Naive Bayes","No","yes","no","10.0","6.0","217.0","7.0","0.625","0.5882352941176471","0.9258770772883145","0.5770065075921907"
"zookeeper","16","0.18659487","0.08756219","0.07083333","IBk","No","yes","no","15.0","10.0","213.0","2.0","0.6","0.8823529411764706","0.9480348193088894","0.6879739978331524"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Random Forest","No","no","yes","9.0","1.0","222.0","8.0","0.9","0.5294117647058824","0.9736217356897916","0.6482084690553749"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Naive Bayes","No","no","yes","1.0","3.0","220.0","16.0","0.25","0.058823529411764705","0.9237668161434978","0.07014681892332714"
"zookeeper","16","0.18659487","0.08756219","0.07083333","IBk","No","no","yes","15.0","7.0","216.0","2.0","0.6818181818181818","0.8823529411764706","0.9510683197045634","0.7491871806781236"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Random Forest","No","yes","yes","3.0","2.0","221.0","14.0","0.6","0.17647058823529413","0.9609601688208916","0.2485322896281801"
"zookeeper","16","0.18659487","0.08756219","0.07083333","Naive Bayes","No","yes","yes","6.0","3.0","220.0","11.0","0.6666666666666666","0.35294117647058826","0.9258770772883145","0.43377148634984825"
"zookeeper","16","0.18659487","0.08756219","0.07083333","IBk","No","yes","yes","13.0","8.0","215.0","4.0","0.6190476190476191","0.7647058823529411","0.9480348193088894","0.6573875802997857"
"zookeeper","17","0.2014482","0.08632872","0.0875","Random Forest","No","no","no","16.0","4.0","215.0","5.0","0.8","0.7619047619047619","0.9583605131550337","0.7600000000000001"
"zookeeper","17","0.2014482","0.08632872","0.0875","Naive Bayes","No","no","no","4.0","2.0","217.0","17.0","0.6666666666666666","0.19047619047619047","0.9142204827136334","0.26782273603082823"
"zookeeper","17","0.2014482","0.08632872","0.0875","IBk","No","no","no","16.0","3.0","216.0","5.0","0.8421052631578947","0.7619047619047619","0.9367253750815394","0.78186775732788"
"zookeeper","17","0.2014482","0.08632872","0.0875","Random Forest","No","yes","no","16.0","4.0","215.0","5.0","0.8","0.7619047619047619","0.9558599695585996","0.7600000000000001"
"zookeeper","17","0.2014482","0.08632872","0.0875","Naive Bayes","No","yes","no","11.0","4.0","215.0","10.0","0.7333333333333333","0.5238095238095238","0.9142204827136334","0.5805243445692883"
"zookeeper","17","0.2014482","0.08632872","0.0875","IBk","No","yes","no","16.0","3.0","216.0","5.0","0.8421052631578947","0.7619047619047619","0.9352033050663188","0.78186775732788"
"zookeeper","17","0.2014482","0.08632872","0.0875","Random Forest","No","no","yes","9.0","0.0","219.0","12.0","1.0","0.42857142857142855","0.9384648836703631","0.5778364116094982"
"zookeeper","17","0.2014482","0.08632872","0.0875","Naive Bayes","No","no","yes","2.0","1.0","218.0","19.0","0.6666666666666666","0.09523809523809523","0.9142204827136334","0.14802981895633588"
"zookeeper","17","0.2014482","0.08632872","0.0875","IBk","No","no","yes","15.0","1.0","218.0","6.0","0.9375","0.7142857142857143","0.9367253750815394","0.7953216374269004"
"zookeeper","17","0.2014482","0.08632872","0.0875","Random Forest","No","yes","yes","9.0","0.0","219.0","12.0","1.0","0.42857142857142855","0.9378125679495543","0.5778364116094982"
"zookeeper","17","0.2014482","0.08632872","0.0875","Naive Bayes","No","yes","yes","7.0","2.0","217.0","14.0","0.7777777777777778","0.3333333333333333","0.9142204827136334","0.4371152154793316"
"zookeeper","17","0.2014482","0.08632872","0.0875","IBk","No","yes","yes","15.0","1.0","218.0","6.0","0.9375","0.7142857142857143","0.9352033050663188","0.7953216374269004"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Random Forest","No","no","no","2.0","5.0","197.0","35.0","0.2857142857142857","0.05405405405405406","0.8147578271340647","0.043808761752350475"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Naive Bayes","No","no","no","18.0","19.0","183.0","19.0","0.4864864864864865","0.4864864864864865","0.8484747123360985","0.39242708054589254"
"zookeeper","18","0.21630152","0.08640916","0.15481171","IBk","No","no","no","7.0","20.0","182.0","30.0","0.25925925925925924","0.1891891891891892","0.73006422263848","0.10136862686118216"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Random Forest","No","yes","no","7.0","7.0","195.0","30.0","0.5","0.1891891891891892","0.8392427080545892","0.20711916076391984"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Naive Bayes","No","yes","no","16.0","11.0","191.0","21.0","0.5925925925925926","0.43243243243243246","0.8649317634466149","0.42487592119115647"
"zookeeper","18","0.21630152","0.08640916","0.15481171","IBk","No","yes","no","7.0","13.0","189.0","30.0","0.35","0.1891891891891892","0.7729462135402729","0.15366878036729"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Random Forest","No","no","yes","0.0","0.0","202.0","37.0","NaN","0.0","0.8421193470698422","0.0"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Naive Bayes","No","no","yes","17.0","17.0","185.0","20.0","0.5","0.4594594594594595","0.8484747123360985","0.3881547083650452"
"zookeeper","18","0.21630152","0.08640916","0.15481171","IBk","No","no","yes","7.0","20.0","182.0","30.0","0.25925925925925924","0.1891891891891892","0.73006422263848","0.10136862686118216"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Random Forest","No","yes","yes","1.0","0.0","202.0","36.0","1.0","0.02702702702702703","0.8634599946481134","0.04484902309058616"
"zookeeper","18","0.21630152","0.08640916","0.15481171","Naive Bayes","No","yes","yes","14.0","6.0","196.0","23.0","0.7","0.3783783783783784","0.8649317634466149","0.42921847978259065"
"zookeeper","18","0.21630152","0.08640916","0.15481171","IBk","No","yes","yes","7.0","11.0","191.0","30.0","0.3888888888888889","0.1891891891891892","0.7729462135402729","0.17049013798357782"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Random Forest","No","no","no","13.0","20.0","228.0","12.0","0.3939393939393939","0.52","0.8178225806451613","0.38409475465313025"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Naive Bayes","No","no","no","7.0","3.0","245.0","18.0","0.7","0.28","0.8446774193548388","0.366869133075649"
"zookeeper","19","0.23109296","0.09078736","0.09157509","IBk","No","no","no","13.0","16.0","232.0","12.0","0.4482758620689655","0.52","0.842983870967742","0.4249172434547098"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Random Forest","No","yes","no","13.0","19.0","229.0","12.0","0.40625","0.52","0.8208870967741936","0.3938113315665064"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Naive Bayes","No","yes","no","12.0","9.0","239.0","13.0","0.5714285714285714","0.48","0.8459677419354839","0.4781021897810215"
"zookeeper","19","0.23109296","0.09078736","0.09157509","IBk","No","yes","no","14.0","20.0","228.0","11.0","0.4117647058823529","0.56","0.8282258064516129","0.41257721940723235"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Random Forest","No","no","yes","12.0","6.0","242.0","13.0","0.6666666666666666","0.48","0.8259677419354838","0.5214503182950458"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Naive Bayes","No","no","yes","6.0","3.0","245.0","19.0","0.6666666666666666","0.24","0.8446774193548388","0.31997282608695615"
"zookeeper","19","0.23109296","0.09078736","0.09157509","IBk","No","no","yes","13.0","16.0","232.0","12.0","0.4482758620689655","0.52","0.842983870967742","0.4249172434547098"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Random Forest","No","yes","yes","12.0","6.0","242.0","13.0","0.6666666666666666","0.48","0.8248387096774193","0.5214503182950458"
"zookeeper","19","0.23109296","0.09078736","0.09157509","Naive Bayes","No","yes","yes","10.0","6.0","242.0","15.0","0.625","0.4","0.8459677419354839","0.44837871644376054"
"zookeeper","19","0.23109296","0.09078736","0.09157509","IBk","No","yes","yes","14.0","20.0","228.0","11.0","0.4117647058823529","0.56","0.8282258064516129","0.41257721940723235"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Random Forest","No","no","no","19.0","6.0","246.0","2.0","0.76","0.9047619047619048","0.9935752078609221","0.8102189781021897"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Naive Bayes","No","no","no","8.0","3.0","249.0","13.0","0.7272727272727273","0.38095238095238093","0.8698979591836735","0.47208121827411137"
"zookeeper","20","0.24798861","0.090841025","0.07692308","IBk","No","no","no","19.0","6.0","246.0","2.0","0.76","0.9047619047619048","0.9866780045351474","0.8102189781021897"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Random Forest","No","yes","no","19.0","6.0","246.0","2.0","0.76","0.9047619047619048","0.9940476190476191","0.8102189781021897"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Naive Bayes","No","yes","no","13.0","9.0","243.0","8.0","0.5909090909090909","0.6190476190476191","0.8714096749811036","0.5708737864077669"
"zookeeper","20","0.24798861","0.090841025","0.07692308","IBk","No","yes","no","19.0","5.0","247.0","2.0","0.7916666666666666","0.9047619047619048","0.988567649281935","0.8305400372439478"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Random Forest","No","no","yes","9.0","0.0","252.0","12.0","1.0","0.42857142857142855","0.9828987150415722","0.5806451612903231"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Naive Bayes","No","no","yes","6.0","3.0","249.0","15.0","0.6666666666666666","0.2857142857142857","0.8698979591836735","0.37096774193548404"
"zookeeper","20","0.24798861","0.090841025","0.07692308","IBk","No","no","yes","19.0","6.0","246.0","2.0","0.76","0.9047619047619048","0.9866780045351474","0.8102189781021897"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Random Forest","No","yes","yes","9.0","0.0","252.0","12.0","1.0","0.42857142857142855","0.982615268329554","0.5806451612903231"
"zookeeper","20","0.24798861","0.090841025","0.07692308","Naive Bayes","No","yes","yes","11.0","7.0","245.0","10.0","0.6111111111111112","0.5238095238095238","0.8714096749811036","0.5307855626326963"
"zookeeper","20","0.24798861","0.090841025","0.07692308","IBk","No","yes","yes","19.0","5.0","247.0","2.0","0.7916666666666666","0.9047619047619048","0.9886621315192744","0.8305400372439478"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Random Forest","No","no","no","14.0","8.0","214.0","3.0","0.6363636363636364","0.8235294117647058","0.9835718071012188","0.6933395544150243"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Naive Bayes","No","no","no","10.0","8.0","214.0","7.0","0.5555555555555556","0.5882352941176471","0.9283253842077371","0.5375983490261833"
"zookeeper","21","0.26488426","0.08995327","0.07112971","IBk","No","no","no","14.0","9.0","213.0","3.0","0.6086956521739131","0.8235294117647058","0.9626391096979332","0.6732740943267257"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Random Forest","No","yes","no","14.0","10.0","212.0","3.0","0.5833333333333334","0.8235294117647058","0.9880763116057234","0.6541244573082492"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Naive Bayes","No","yes","no","13.0","7.0","215.0","4.0","0.65","0.7647058823529411","0.9317700052994171","0.6779370329535713"
"zookeeper","21","0.26488426","0.08995327","0.07112971","IBk","No","yes","no","13.0","10.0","212.0","4.0","0.5652173913043478","0.7647058823529411","0.9415739268680445","0.6188197767145132"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Random Forest","No","no","yes","9.0","0.0","222.0","8.0","1.0","0.5294117647058824","0.9862215156332803","0.6763710223425867"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Naive Bayes","No","no","yes","6.0","7.0","215.0","11.0","0.46153846153846156","0.35294117647058826","0.9283253842077371","0.36058263971462556"
"zookeeper","21","0.26488426","0.08995327","0.07112971","IBk","No","no","yes","14.0","8.0","214.0","3.0","0.6363636363636364","0.8235294117647058","0.9626391096979332","0.6933395544150243"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Random Forest","No","yes","yes","12.0","0.0","222.0","5.0","1.0","0.7058823529411765","0.9894011658717541","0.8168020849302469"
"zookeeper","21","0.26488426","0.08995327","0.07112971","Naive Bayes","No","yes","yes","10.0","5.0","217.0","7.0","0.6666666666666666","0.5882352941176471","0.9317700052994171","0.5982067806108152"
"zookeeper","21","0.26488426","0.08995327","0.07112971","IBk","No","yes","yes","13.0","10.0","212.0","4.0","0.5652173913043478","0.7647058823529411","0.9415739268680445","0.6188197767145132"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Random Forest","No","no","no","16.0","17.0","205.0","1.0","0.48484848484848486","0.9411764705882353","0.985691573926868","0.6026967122275583"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Naive Bayes","No","no","no","13.0","26.0","196.0","4.0","0.3333333333333333","0.7647058823529411","0.8979862215156332","0.4053740255432079"
"zookeeper","22","0.2796757","0.088957734","0.07112971","IBk","No","no","no","16.0","17.0","205.0","1.0","0.48484848484848486","0.9411764705882353","0.9594594594594594","0.6026967122275583"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Random Forest","No","yes","no","16.0","14.0","208.0","1.0","0.5333333333333333","0.9411764705882353","0.9925808161102279","0.6489767942817977"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Naive Bayes","No","yes","no","13.0","16.0","206.0","4.0","0.4482758620689655","0.7647058823529411","0.9187864334923158","0.5223820943245404"
"zookeeper","22","0.2796757","0.088957734","0.07112971","IBk","No","yes","no","16.0","14.0","208.0","1.0","0.5333333333333333","0.9411764705882353","0.9679385267620562","0.6489767942817977"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Random Forest","No","no","yes","7.0","0.0","222.0","10.0","1.0","0.4117647058823529","0.9896661367249603","0.5652964714441617"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Naive Bayes","No","no","yes","12.0","23.0","199.0","5.0","0.34285714285714286","0.7058823529411765","0.8979862215156332","0.40452037729133306"
"zookeeper","22","0.2796757","0.088957734","0.07112971","IBk","No","no","yes","16.0","17.0","205.0","1.0","0.48484848484848486","0.9411764705882353","0.9594594594594594","0.6026967122275583"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Random Forest","No","yes","yes","11.0","0.0","222.0","6.0","1.0","0.6470588235294118","0.994700582935877","0.7730294396961067"
"zookeeper","22","0.2796757","0.088957734","0.07112971","Naive Bayes","No","yes","yes","13.0","11.0","211.0","4.0","0.5416666666666666","0.7647058823529411","0.9187864334923158","0.600912835355672"
"zookeeper","22","0.2796757","0.088957734","0.07112971","IBk","No","yes","yes","16.0","14.0","208.0","1.0","0.5333333333333333","0.9411764705882353","0.9679385267620562","0.6489767942817977"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Random Forest","No","no","no","17.0","0.0","207.0","15.0","1.0","0.53125","0.9033061594202898","0.6625247105337475"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Naive Bayes","No","no","no","12.0","2.0","205.0","20.0","0.8571428571428571","0.375","0.8805857487922706","0.4793028322440086"
"zookeeper","23","0.29446715","0.08806221","0.13389121","IBk","No","no","no","16.0","0.0","207.0","16.0","1.0","0.5","0.855072463768116","0.633996937212864"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Random Forest","No","yes","no","16.0","0.0","207.0","16.0","1.0","0.5","0.9269323671497585","0.633996937212864"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Naive Bayes","No","yes","no","18.0","6.0","201.0","14.0","0.75","0.5625","0.8839824879227053","0.5965563808237677"
"zookeeper","23","0.29446715","0.08806221","0.13389121","IBk","No","yes","no","16.0","0.0","207.0","16.0","1.0","0.5","0.9067783816425121","0.633996937212864"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Random Forest","No","no","yes","12.0","0.0","207.0","20.0","1.0","0.375","0.8583182367149759","0.5096430036930651"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Naive Bayes","No","no","yes","9.0","2.0","205.0","23.0","0.8181818181818182","0.28125","0.8805857487922706","0.3758487412514363"
"zookeeper","23","0.29446715","0.08806221","0.13389121","IBk","No","no","yes","16.0","0.0","207.0","16.0","1.0","0.5","0.8549969806763285","0.633996937212864"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Random Forest","No","yes","yes","12.0","0.0","207.0","20.0","1.0","0.375","0.9092693236714976","0.5096430036930651"
"zookeeper","23","0.29446715","0.08806221","0.13389121","Naive Bayes","No","yes","yes","14.0","1.0","206.0","18.0","0.9333333333333333","0.4375","0.8839824879227053","0.5579674875888248"
"zookeeper","23","0.29446715","0.08806221","0.13389121","IBk","No","yes","yes","16.0","0.0","207.0","16.0","1.0","0.5","0.9067783816425121","0.633996937212864"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Random Forest","No","no","no","17.0","6.0","215.0","1.0","0.7391304347826086","0.9444444444444444","0.9899446958270488","0.8135101995318246"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Naive Bayes","No","no","no","12.0","23.0","198.0","6.0","0.34285714285714286","0.6666666666666666","0.8758169934640523","0.3923906373279564"
"zookeeper","24","0.30925858","0.09025415","0.07531381","IBk","No","no","no","17.0","0.0","221.0","1.0","1.0","0.9444444444444444","0.9947209653092006","0.9691732232684126"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Random Forest","No","yes","no","16.0","5.0","216.0","2.0","0.7619047619047619","0.8888888888888888","0.9881850175967823","0.8046701692936368"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Naive Bayes","No","yes","no","13.0","11.0","210.0","5.0","0.5416666666666666","0.7222222222222222","0.9118903971845148","0.5831698277741447"
"zookeeper","24","0.30925858","0.09025415","0.07531381","IBk","No","yes","no","16.0","0.0","221.0","2.0","1.0","0.8888888888888888","0.9895676219205631","0.9366887417218541"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Random Forest","No","no","yes","10.0","0.0","221.0","8.0","1.0","0.5555555555555556","0.9891905480140775","0.6980416929879977"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Naive Bayes","No","no","yes","11.0","23.0","198.0","7.0","0.3235294117647059","0.6111111111111112","0.8766968325791855","0.36004998214923234"
"zookeeper","24","0.30925858","0.09025415","0.07531381","IBk","No","no","yes","16.0","0.0","221.0","2.0","1.0","0.8888888888888888","0.9947209653092006","0.9366887417218541"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Random Forest","No","yes","yes","14.0","0.0","221.0","4.0","1.0","0.7777777777777778","0.9876822523881348","0.8661814109742438"
"zookeeper","24","0.30925858","0.09025415","0.07531381","Naive Bayes","No","yes","yes","12.0","4.0","217.0","6.0","0.75","0.6666666666666666","0.9118903971845148","0.6834437086092716"
"zookeeper","24","0.30925858","0.09025415","0.07531381","IBk","No","yes","yes","16.0","0.0","221.0","2.0","1.0","0.8888888888888888","0.9886877828054299","0.9366887417218541"
"zookeeper","25","0.32405","0.08957219","0.08058608","Random Forest","No","no","no","20.0","0.0","251.0","2.0","1.0","0.9090909090909091","0.9712060847519015","0.9484224447383338"
"zookeeper","25","0.32405","0.08957219","0.08058608","Naive Bayes","No","no","no","7.0","2.0","249.0","15.0","0.7777777777777778","0.3181818181818182","0.8647229264759145","0.42469319449609494"
"zookeeper","25","0.32405","0.08957219","0.08058608","IBk","No","no","no","20.0","0.0","251.0","2.0","1.0","0.9090909090909091","0.9878667149583484","0.9484224447383338"
"zookeeper","25","0.32405","0.08957219","0.08058608","Random Forest","No","yes","no","20.0","0.0","251.0","2.0","1.0","0.9090909090909091","0.9709344440420138","0.9484224447383338"
"zookeeper","25","0.32405","0.08957219","0.08058608","Naive Bayes","No","yes","no","13.0","9.0","242.0","9.0","0.5909090909090909","0.5909090909090909","0.8647229264759145","0.5550525172039118"
"zookeeper","25","0.32405","0.08957219","0.08058608","IBk","No","yes","no","20.0","0.0","251.0","2.0","1.0","0.9090909090909091","0.9878667149583484","0.9484224447383338"
"zookeeper","25","0.32405","0.08957219","0.08058608","Random Forest","No","no","yes","12.0","0.0","251.0","10.0","1.0","0.5454545454545454","0.9705722564288302","0.6881425633995888"
"zookeeper","25","0.32405","0.08957219","0.08058608","Naive Bayes","No","no","yes","4.0","2.0","249.0","18.0","0.6666666666666666","0.18181818181818182","0.8647229264759145","0.2601626016260163"
"zookeeper","25","0.32405","0.08957219","0.08058608","IBk","No","no","yes","19.0","0.0","251.0","3.0","1.0","0.8636363636363636","0.9875950742484607","0.9209230472144446"
"zookeeper","25","0.32405","0.08957219","0.08058608","Random Forest","No","yes","yes","12.0","0.0","251.0","10.0","1.0","0.5454545454545454","0.9718399130749729","0.6881425633995888"
"zookeeper","25","0.32405","0.08957219","0.08058608","Naive Bayes","No","yes","yes","11.0","6.0","245.0","11.0","0.6470588235294118","0.5","0.8647229264759145","0.5311647641175878"
"zookeeper","25","0.32405","0.08957219","0.08058608","IBk","No","yes","yes","19.0","0.0","251.0","3.0","1.0","0.8636363636363636","0.9875950742484607","0.9209230472144446"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Random Forest","No","no","no","20.0","1.0","247.0","5.0","0.9523809523809523","0.8","0.9471774193548387","0.8576642335766421"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Naive Bayes","No","no","no","7.0","2.0","246.0","18.0","0.7777777777777778","0.28","0.8198387096774193","0.3817934782608699"
"zookeeper","26","0.34094566","0.089126885","0.09157509","IBk","No","no","no","20.0","1.0","247.0","5.0","0.9523809523809523","0.8","0.949516129032258","0.8576642335766421"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Random Forest","No","yes","no","20.0","0.0","248.0","5.0","1.0","0.8","0.9470967741935484","0.8790429774036328"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Naive Bayes","No","yes","no","13.0","9.0","239.0","12.0","0.5909090909090909","0.52","0.82","0.5112948597732507"
"zookeeper","26","0.34094566","0.089126885","0.09157509","IBk","No","yes","no","20.0","0.0","248.0","5.0","1.0","0.8","0.9508064516129032","0.8790429774036328"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Random Forest","No","no","yes","12.0","0.0","248.0","13.0","1.0","0.48","0.9274193548387096","0.6264603725923582"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Naive Bayes","No","no","yes","4.0","2.0","246.0","21.0","0.6666666666666666","0.16","0.8198387096774193","0.23079750091877985"
"zookeeper","26","0.34094566","0.089126885","0.09157509","IBk","No","no","yes","19.0","1.0","247.0","6.0","0.95","0.76","0.949516129032258","0.8306601683650863"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Random Forest","No","yes","yes","12.0","0.0","248.0","13.0","1.0","0.48","0.927741935483871","0.6264603725923582"
"zookeeper","26","0.34094566","0.089126885","0.09157509","Naive Bayes","No","yes","yes","11.0","6.0","242.0","14.0","0.6470588235294118","0.44","0.82","0.48568198944988744"
